"RecordCategory","RecordSubCategory","StartDate","FinishDate","Details"
"Кормление","Правая Грудь","19-нояб.-2021 06:26","19-нояб.-2021 06:35",""
"Сон","","19-нояб.-2021 06:19","19-нояб.-2021 06:26",""
"Кормление","Левая Грудь","19-нояб.-2021 06:06","19-нояб.-2021 06:19",""
"Сон","","19-нояб.-2021 04:16","19-нояб.-2021 06:05",""
"Кормление","Правая Грудь","19-нояб.-2021 03:53","19-нояб.-2021 04:06",""
"Подгузники","Мокрый","19-нояб.-2021 03:32","19-нояб.-2021 03:32",""
"Кормление","Левая Грудь","19-нояб.-2021 02:45","19-нояб.-2021 02:57","срыгнул"
"Сон","","19-нояб.-2021 01:33","19-нояб.-2021 02:45",""
"Сон","","18-нояб.-2021 23:52","19-нояб.-2021 01:20",""
"Кормление","Левая Грудь","18-нояб.-2021 23:40","18-нояб.-2021 23:50",""
"Сон","","18-нояб.-2021 23:18","18-нояб.-2021 23:40",""
"Сон","","18-нояб.-2021 23:04","18-нояб.-2021 23:16",""
"Подгузники","Мокрый","18-нояб.-2021 20:59","18-нояб.-2021 20:59",""
"Сон","","18-нояб.-2021 20:15","18-нояб.-2021 22:22",""
"Кормление","Левая Грудь","18-нояб.-2021 19:12","18-нояб.-2021 19:22",""
"Кормление","Правая Грудь","18-нояб.-2021 19:01","18-нояб.-2021 19:06",""
"Кормление","Правая Грудь","18-нояб.-2021 18:34","18-нояб.-2021 18:39",""
"Кормление","Левая Грудь","18-нояб.-2021 18:18","18-нояб.-2021 18:34",""
"Кормление","Правая Грудь","18-нояб.-2021 18:01","18-нояб.-2021 18:18",""
"Сон","","18-нояб.-2021 17:15","18-нояб.-2021 17:59",""
"Кормление","Правая Грудь","18-нояб.-2021 17:09","18-нояб.-2021 17:14",""
"Досуг","Прогулка","18-нояб.-2021 16:34","18-нояб.-2021 17:07",""
"Подгузники","Мокрый","18-нояб.-2021 16:33","18-нояб.-2021 16:33",""
"Кормление","Правая Грудь","18-нояб.-2021 15:54","18-нояб.-2021 16:02",""
"Кормление","Левая Грудь","18-нояб.-2021 15:35","18-нояб.-2021 15:54",""
"Сон","","18-нояб.-2021 14:32","18-нояб.-2021 15:27","грудь + соска"
"Кормление","Правая Грудь","18-нояб.-2021 14:21","18-нояб.-2021 14:26",""
"Сон","","18-нояб.-2021 14:06","18-нояб.-2021 14:21","грудь + соска"
"Кормление","Правая Грудь","18-нояб.-2021 14:03","18-нояб.-2021 14:06",""
"Сон","","18-нояб.-2021 13:13","18-нояб.-2021 14:00","грудь, соска, покачали, сонная фраза"
"Подгузники","Мокрый","18-нояб.-2021 13:06","18-нояб.-2021 13:06",""
"Кормление","Левая Грудь","18-нояб.-2021 13:05","18-нояб.-2021 13:11","на сон"
"Кормление","Левая Грудь","18-нояб.-2021 12:22","18-нояб.-2021 12:28",""
"Кормление","Правая Грудь","18-нояб.-2021 12:09","18-нояб.-2021 12:21",""
"Кормление","Левая Грудь","18-нояб.-2021 11:56","18-нояб.-2021 12:09",""
"Сон","","18-нояб.-2021 11:43","18-нояб.-2021 11:53","пыталась только качание + соска, вышло грудь, соска, качание"
"Кормление","Левая Грудь","18-нояб.-2021 11:35","18-нояб.-2021 11:41","на продления сна"
"Сон","","18-нояб.-2021 10:45","18-нояб.-2021 11:21",""
"Кормление","Правая Грудь","18-нояб.-2021 10:37","18-нояб.-2021 10:42","на сон"
"Подгузники","Мокрый","18-нояб.-2021 10:30","18-нояб.-2021 10:30",""
"Кормление","Левая Грудь","18-нояб.-2021 09:44","18-нояб.-2021 09:51",""
"Кормление","Правая Грудь","18-нояб.-2021 09:29","18-нояб.-2021 09:42",""
"Сон","","18-нояб.-2021 09:14","18-нояб.-2021 09:25",""
"Кормление","Левая Грудь","18-нояб.-2021 09:04","18-нояб.-2021 09:14",""
"Сон","","18-нояб.-2021 08:44","18-нояб.-2021 09:02","укачала с соской"
"Сон","","18-нояб.-2021 08:19","18-нояб.-2021 08:31","4 мин покачала и уснул с соской в кровати, соску вытащила"
"Сон","","18-нояб.-2021 07:48","18-нояб.-2021 08:14",""
"Подгузники","Мокрый","18-нояб.-2021 07:26","18-нояб.-2021 07:26",""
"Кормление","Правая Грудь","18-нояб.-2021 07:07","18-нояб.-2021 07:09",""
"Кормление","Левая Грудь","18-нояб.-2021 06:55","18-нояб.-2021 07:06",""
"Кормление","Правая Грудь","18-нояб.-2021 06:40","18-нояб.-2021 06:55",""
"Сон","","18-нояб.-2021 05:47","18-нояб.-2021 06:36",""
"Сон","","18-нояб.-2021 04:38","18-нояб.-2021 05:42",""
"Подгузники","Мокрый","18-нояб.-2021 04:38","18-нояб.-2021 04:38",""
"Кормление","Еда","18-нояб.-2021 04:37","18-нояб.-2021 04:37",""
"Кормление","Левая Грудь","18-нояб.-2021 04:30","18-нояб.-2021 04:37",""
"Кормление","Правая Грудь","18-нояб.-2021 04:19","18-нояб.-2021 04:29",""
"Кормление","Левая Грудь","18-нояб.-2021 04:06","18-нояб.-2021 04:19",""
"Сон","","18-нояб.-2021 02:56","18-нояб.-2021 04:05",""
"Кормление","Правая Грудь","18-нояб.-2021 02:48","18-нояб.-2021 02:56",""
"Кормление","Левая Грудь","18-нояб.-2021 02:18","18-нояб.-2021 02:45",""
"Сон","","18-нояб.-2021 00:19","18-нояб.-2021 02:18",""
"Кормление","Правая Грудь","18-нояб.-2021 00:08","18-нояб.-2021 00:19",""
"Кормление","Левая Грудь","17-нояб.-2021 23:48","18-нояб.-2021 00:04",""
"Сон","","17-нояб.-2021 21:29","17-нояб.-2021 23:48",""
"Кормление","Правая Грудь","17-нояб.-2021 21:16","17-нояб.-2021 21:29",""
"Подгузники","Мокрый","17-нояб.-2021 21:09","17-нояб.-2021 21:09",""
"Кормление","Левая Грудь","17-нояб.-2021 20:50","17-нояб.-2021 21:15",""
"Кормление","Левая Грудь","17-нояб.-2021 18:45","17-нояб.-2021 18:55",""
"Кормление","Правая Грудь","17-нояб.-2021 18:20","17-нояб.-2021 18:45",""
"Сон","","17-нояб.-2021 17:37","17-нояб.-2021 18:17",""
"Подгузники","Мокрый","17-нояб.-2021 17:20","17-нояб.-2021 17:20",""
"Кормление","Правая Грудь","17-нояб.-2021 16:40","17-нояб.-2021 16:48",""
"Кормление","Левая Грудь","17-нояб.-2021 16:20","17-нояб.-2021 16:40",""
"Кормление","Правая Грудь","17-нояб.-2021 16:06","17-нояб.-2021 16:20",""
"Сон","","17-нояб.-2021 15:21","17-нояб.-2021 16:03",""
"Подгузники","Мокрый","17-нояб.-2021 14:45","17-нояб.-2021 14:45",""
"Кормление","Правая Грудь","17-нояб.-2021 14:31","17-нояб.-2021 14:39",""
"Кормление","Левая Грудь","17-нояб.-2021 14:12","17-нояб.-2021 14:31",""
"Кормление","Левая Грудь","17-нояб.-2021 13:35","17-нояб.-2021 13:55",""
"Сон","","17-нояб.-2021 12:47","17-нояб.-2021 13:33","покачала, уснул, 13 44- 14 11 приснул после груди"
"Сон","","17-нояб.-2021 12:24","17-нояб.-2021 12:42",""
"Досуг","Прогулка","17-нояб.-2021 11:44","17-нояб.-2021 11:53","на балконе, чтобы уложить дома можно было"
"Кормление","Левая Грудь","17-нояб.-2021 11:34","17-нояб.-2021 11:36",""
"Кормление","Правая Грудь","17-нояб.-2021 11:27","17-нояб.-2021 11:34",""
"Кормление","Правая Грудь","17-нояб.-2021 11:06","17-нояб.-2021 11:25",""
"Кормление","Левая Грудь","17-нояб.-2021 10:47","17-нояб.-2021 11:06",""
"Сон","","17-нояб.-2021 09:52","17-нояб.-2021 10:44",""
"Подгузники","Мокрый","17-нояб.-2021 09:10","17-нояб.-2021 09:10",""
"Кормление","Левая Грудь","17-нояб.-2021 08:46","17-нояб.-2021 08:59",""
"Кормление","Правая Грудь","17-нояб.-2021 08:23","17-нояб.-2021 08:45",""
"Сон","","17-нояб.-2021 07:49","17-нояб.-2021 08:22",""
"Подгузники","Мокрый","17-нояб.-2021 06:49","17-нояб.-2021 06:49",""
"Кормление","Левая Грудь","17-нояб.-2021 06:49","17-нояб.-2021 07:10",""
"Кормление","Правая Грудь","17-нояб.-2021 06:27","17-нояб.-2021 06:37",""
"Кормление","Левая Грудь","17-нояб.-2021 06:16","17-нояб.-2021 06:22",""
"Сон","","17-нояб.-2021 05:15","17-нояб.-2021 06:16",""
"Кормление","Левая Грудь","17-нояб.-2021 05:06","17-нояб.-2021 05:15",""
"Кормление","Правая Грудь","17-нояб.-2021 04:53","17-нояб.-2021 05:05",""
"Сон","","17-нояб.-2021 03:54","17-нояб.-2021 04:52",""
"Кормление","Левая Грудь","17-нояб.-2021 03:33","17-нояб.-2021 03:42",""
"Кормление","Правая Грудь","17-нояб.-2021 03:14","17-нояб.-2021 03:28",""
"Сон","","17-нояб.-2021 02:16","17-нояб.-2021 03:13",""
"Кормление","Левая Грудь","17-нояб.-2021 02:07","17-нояб.-2021 03:13","уснула"
"Сон","","17-нояб.-2021 00:01","17-нояб.-2021 02:07",""
"Кормление","Левая Грудь","16-нояб.-2021 23:52","17-нояб.-2021 00:01",""
"Кормление","Правая Грудь","16-нояб.-2021 23:39","16-нояб.-2021 23:51",""
"Сон","","16-нояб.-2021 21:20","16-нояб.-2021 23:39",""
"Кормление","Левая Грудь","16-нояб.-2021 21:19","16-нояб.-2021 21:29",""
"Сон","","16-нояб.-2021 20:09","16-нояб.-2021 20:10","20:07, с 18 20 укладываю"
"Кормление","Правая Грудь","16-нояб.-2021 19:39","16-нояб.-2021 19:55",""
"Кормление","Левая Грудь","16-нояб.-2021 19:03","16-нояб.-2021 19:06",""
"Кормление","Левая Грудь","16-нояб.-2021 18:47","16-нояб.-2021 19:02",""
"Подгузники","Мокрый","16-нояб.-2021 18:19","16-нояб.-2021 18:19",""
"Кормление","Правая Грудь","16-нояб.-2021 17:55","16-нояб.-2021 18:02",""
"Кормление","Левая Грудь","16-нояб.-2021 17:42","16-нояб.-2021 17:55",""
"Кормление","Правая Грудь","16-нояб.-2021 17:26","16-нояб.-2021 17:41",""
"Сон","","16-нояб.-2021 16:39","16-нояб.-2021 17:22","16 35 укладывать начала, 16 39 спит"
"Кормление","Левая Грудь","16-нояб.-2021 16:20","16-нояб.-2021 16:30",""
"Кормление","Левая Грудь","16-нояб.-2021 16:12","16-нояб.-2021 16:18",""
"Кормление","Правая Грудь","16-нояб.-2021 16:00","16-нояб.-2021 16:10",""
"Сон","","16-нояб.-2021 15:40","16-нояб.-2021 15:56",""
"Кормление","Левая Грудь","16-нояб.-2021 15:32","16-нояб.-2021 15:39",""
"Кормление","Левая Грудь","16-нояб.-2021 15:16","16-нояб.-2021 15:30",""
"Кормление","Левая Грудь","16-нояб.-2021 14:59","16-нояб.-2021 15:12",""
"Сон","","16-нояб.-2021 13:35","16-нояб.-2021 14:59","на балконе"
"Сон","","16-нояб.-2021 13:09","16-нояб.-2021 13:32",""
"Кормление","Правая Грудь","16-нояб.-2021 12:06","16-нояб.-2021 12:18",""
"Кормление","Левая Грудь","16-нояб.-2021 11:46","16-нояб.-2021 11:57","для сна"
"Кормление","Левая Грудь","16-нояб.-2021 11:38","16-нояб.-2021 11:43","  чтобы уснул"
"Сон","","16-нояб.-2021 10:51","16-нояб.-2021 11:30","ритуал + на ручки с соской, подбуживала в 11 16, 11 26, не помогло, 11 34 11 36 приснул под грудь, не помогло  , 11 52-11 58 не уснул под грудь"
"Подгузники","Мокрый","16-нояб.-2021 10:34","16-нояб.-2021 10:34",""
"Кормление","Правая Грудь","16-нояб.-2021 10:06","16-нояб.-2021 10:13",""
"Кормление","Левая Грудь","16-нояб.-2021 10:02","16-нояб.-2021 10:06",""
"Кормление","Левая Грудь","16-нояб.-2021 09:45","16-нояб.-2021 10:01",""
"Кормление","Правая Грудь","16-нояб.-2021 09:29","16-нояб.-2021 09:36",""
"Сон","","16-нояб.-2021 08:55","16-нояб.-2021 09:28",""
"Кормление","Правая Грудь","16-нояб.-2021 08:51","16-нояб.-2021 08:55",""
"Подгузники","Мокрый","16-нояб.-2021 08:00","16-нояб.-2021 08:00",""
"Кормление","Левая Грудь","16-нояб.-2021 07:18","16-нояб.-2021 07:41",""
"Кормление","Правая Грудь","16-нояб.-2021 07:02","16-нояб.-2021 07:18",""
"Сон","","16-нояб.-2021 06:05","16-нояб.-2021 07:01",""
"Кормление","Левая Грудь","16-нояб.-2021 05:58","16-нояб.-2021 06:04",""
"Кормление","Левая Грудь","16-нояб.-2021 05:41","16-нояб.-2021 05:41",""
"Сон","","16-нояб.-2021 04:44","16-нояб.-2021 05:26","с грудью во рту"
"Кормление","Правая Грудь","16-нояб.-2021 04:34","16-нояб.-2021 05:26",""
"Кормление","Левая Грудь","16-нояб.-2021 04:19","16-нояб.-2021 04:24",""
"Сон","","16-нояб.-2021 03:16","16-нояб.-2021 04:18",""
"Кормление","Левая Грудь","16-нояб.-2021 03:04","16-нояб.-2021 03:15",""
"Кормление","Правая Грудь","16-нояб.-2021 02:55","16-нояб.-2021 03:04",""
